,precio_original,precio_estimado_lineal,error_lineal,precio_estimado_SVR,error_SVG,abs_error_SVG,precio_estimado_RFR,error_RFR,abs_error_RFR,precio_estimado_XGB,error_XGB,abs_error_XGB
90,1188.000150477221,956.2650735230555,231.7350769541655,1147.1927220350847,40.80742844213637,40.80742844213637,873.5369864775447,314.46316399967634,314.46316399967634,1128.9683,59.03188875847104,59.03188875847104
91,6022.998658989972,4277.059693297852,1745.9389656921194,6591.3213618917225,-568.3227029017507,568.3227029017507,6123.370530093148,-100.37187110317609,100.37187110317609,6822.765,-799.7664777287782,799.7664777287782
92,1286.9997184094798,2669.9103341928917,-1382.910615783412,2317.691775088873,-1030.692056679393,1030.692056679393,1868.1686950147098,-581.16897660523,581.16897660523,1601.9246,-314.9248421373952,314.9248421373952
93,5830.001592439607,7029.037456791792,-1199.035864352185,6365.993454311463,-535.9918618718566,535.9918618718566,6648.975861518129,-818.9742690785224,818.9742690785224,6079.2803,-249.2786809978934,249.2786809978934
94,1782.0002576660906,997.4054242900405,784.5948333760501,826.4002580294704,955.5999996366203,955.5999996366203,1045.113031697918,736.8872259681727,736.8872259681727,1683.0331,98.96717661140315,98.96717661140315
95,1568.0002229198421,1505.3257100575597,62.67451286228243,1562.9934259094591,5.006797010383025,5.006797010383025,1454.1456435057466,113.8545794140955,113.8545794140955,1713.7867,-145.78652024422036,145.78652024422036
96,6022.998658989972,4277.059693297852,1745.9389656921194,6591.3213618917225,-568.3227029017507,568.3227029017507,6123.370530093148,-100.37187110317609,100.37187110317609,6822.765,-799.7664777287782,799.7664777287782
97,3222.9996703695656,977.2234413466631,2245.7762290229025,2325.545544613181,897.4541257563847,897.4541257563847,1607.2100339651367,1615.7896364044288,1615.7896364044288,1503.2745,1719.725134236753,1719.725134236753
98,2059.9999056299057,2760.65724199375,-700.6573363638445,2762.9925468166693,-702.9926411867636,702.9926411867636,2306.6179032083237,-246.617997578418,246.617997578418,1939.3394,120.6605501611557,120.6605501611557
99,1666.0001996011601,1750.4464851938192,-84.44628559265902,1759.7494844827158,-93.7492848815557,93.7492848815557,1526.932908250729,139.0672913504311,139.0672913504311,1699.0721,-33.07194395352735,33.07194395352735
100,6094.001672950499,7157.617738666031,-1063.6160657155324,9926.216079279293,-3832.214406328794,3832.214406328794,7421.372431647921,-1327.3707586974224,1327.3707586974224,9080.694,-2986.6926629870013,2986.6926629870013
101,9589.999394476352,6188.798769950374,3401.200624525978,7282.139303187177,2307.860091289175,2307.860091289175,7314.533791190273,2275.4656032860785,2275.4656032860785,8303.348,1286.6517382263519,1286.6517382263519
